"","murdock_name","land_area","atlantic_number15","atlantic_number16","atlantic_number17","atlantic_number18","indian_number15","indian_number16","indian_number17","indian_number18","atlantic_all_years","indian_all_years"
"737","TAGALI",6381.01279312732,0,0,0,0,0,0,0,0,0,0
"738","TAJAKANT",110206.296226053,0,0,0,0,0,0,0,0,0,0
"739","TALODI",3914.64128228057,0,0,0,0,0,0,0,0,0,0
"740","TAMA",18076.5233060524,0,0,0,0,0,0,0,0,0,0
"741","TANALA",37986.5078043607,0,819,706,5037,0,0,2897,2793,6562,5690
"742","TANGALE",3763.94749692095,0,0,0,0,0,0,0,0,0,0
"743","TANNEKWE",17395.8781171343,0,0,0,0,0,0,0,0,0,0
"744","TASUMSA",9749.66041576765,0,0,0,0,0,0,0,0,0,0
"745","TATOGA",2178.51457288092,0,0,0,0,123,61,132,206,0,522
"746","TAWANA",20295.3272912071,0,0,0,0,0,0,0,0,0,0
"747","TAWARA",53585.97629365,0,0,0,0,0,0,0,0,0,0
"748","TAZARAWA",31365.2701069649,0,0,0,0,0,0,0,0,0,0
"749","TEDA",607853.907397193,0,0,0,0,0,0,0,0,0,0
"750","TEITA",17273.4490870453,0,0,0,0,82,41,88,137,0,348
"751","TEKE",127117.130103832,2620,20644,748,41034,0,0,0,0,65046,0
"752","TEKNA",70204.7229045525,0,0,0,0,0,0,0,0,0,0
"753","TEM",7953.34527714397,1475,16516,31025,116,0,0,0,0,49132,0
"754","TEMAIN",1939.88385151381,0,0,0,0,0,0,0,0,0,0
"755","TEMBU",21084.0691820271,0,0,0,235,0,0,0,0,235,0
"756","TEMNE",15640.2467843195,2363,2072,15110,21250,0,0,0,0,40795,0
"757","TENDA",4460.23615954215,0,0,0,95,0,0,0,0,95,0
"758","TERA",8079.74853420993,0,0,0,0,0,0,0,0,0,0
"759","TESO",9543.8247689509,0,0,0,0,0,0,0,0,0,0
"760","TETELA",82799.3682359677,0,0,0,1058,0,0,0,0,1058,0
"761","THONGA",56554.9584334491,0,0,0,0,0,0,0,0,0,0
"762","TIENGA",3929.10613633366,0,0,0,0,0,0,0,0,0,0
"763","TIGON",5727.58463063649,0,0,0,0,0,0,0,0,0,0
"764","TIGRE",23317.3898268008,0,0,0,0,0,0,0,0,0,0
"765","TIGRINYA",64754.9657576083,0,0,0,0,0,0,0,0,0,0
"766","TIKAR",9400.31569270048,0,0,0,1035,0,0,0,0,1035,0
"767","TIV",22600.2870303078,0,0,0,361,0,0,0,0,361,0
"768","TLHAPING",26006.4750140596,0,0,0,0,0,0,0,0,0,0
"769","TLHARU",29332.3297763946,0,0,0,0,0,0,0,0,0,0
"770","TLOKWA",35132.9803058118,0,0,0,0,0,0,0,0,0,0
"771","TOMA",9976.57369918464,0,0,2796,495,0,0,0,0,3291,0
"772","TONGA",67166.9694785335,0,0,0,0,61,31,66,103,0,261
"773","TOPOKE",8840.2539821034,0,0,0,0,0,0,0,0,0,0
"774","TOPOTHA",27060.876448733,0,0,0,0,0,0,0,0,0,0
"775","TORO",13689.4212875063,0,0,0,0,0,0,0,0,0,0
"776","TOTELA",18443.1497462717,0,0,0,0,0,0,0,0,0,0
"777","TRARZA",64414.1353911542,0,0,0,97,0,0,0,0,97,0
"778","TRIBU",2991.85997678336,0,0,0,0,0,0,0,0,0,0
"779","TRIPOLITANIANS",46852.0573599456,0,0,0,0,0,0,0,0,0,0
"780","TSIMIHETY",23129.5743415883,0,499,430,3067,0,0,1764,1701,3996,3465
"781","TUAT",153681.730315785,0,0,0,0,0,0,0,0,0,0
"782","TUBURI",4830.12832968971,0,0,0,0,0,0,0,0,0,0
"783","TUKULOR",35016.7999563614,0,0,0,0,0,0,0,0,0,0
"784","TULAMA",48894.0097075725,0,0,0,0,4,2,5,7,0,18
"785","TUMBUKA",24331.7007240552,0,0,0,788,2700,1350,2899,4534,788,11483
"786","TUMTUM",9997.21546337488,0,0,0,0,0,0,0,0,0,0
"787","TUNGUR",12384.7413126231,0,0,0,0,0,0,0,0,0,0
"788","TUNISIANS",27672.0827308674,0,0,0,0,0,0,0,0,0,0
"789","TURKANA",50019.1770288051,0,0,0,0,0,0,0,0,0,0
"790","TURU",13504.9278126873,0,0,0,0,798,399,857,1340,0,3394
"791","TUSYAN",6586.35757790526,0,0,0,0,0,0,0,0,0,0
"792","UDALAN",64293.0394507993,0,0,0,0,0,0,0,0,0,0
"793","UNGA",7236.38782882478,0,0,0,0,0,0,0,0,0,0
"794","UREGU",3999.85859819466,0,0,0,0,0,0,0,0,0,0
"795","VAGALA",1430.06484811896,0,0,0,0,0,0,0,0,0,0
"796","VAI",5447.08950452809,0,0,586,514,0,0,0,0,1100,0
"797","VENDA",26856.8495218202,0,0,0,0,0,0,0,0,0,0
"798","VERE",5220.31201709589,0,0,0,0,0,0,0,0,0,0
"799","VILI",22417.9057079924,0,0,218,79170,0,0,0,0,79388,0
"800","WABA",5056.26736945957,0,0,0,0,0,0,0,0,0,0
"801","WAKURA",1699.35637520321,0,0,0,0,0,0,0,0,0,0
"802","WALLAGA",30790.3541400136,0,0,0,0,3,1,3,5,0,12
"803","WALLO",27426.6699552788,0,0,0,0,2,1,3,4,0,10
"804","WANGA",6619.88731045446,0,0,113,212,123,61,132,206,325,522
"805","WARA",2068.66611998635,0,0,0,30,0,0,0,0,30,0
"806","WARAIN",9892.06763410344,0,0,0,0,0,0,0,0,0,0
"807","WARJAWA",6543.28641328137,0,0,0,0,0,0,0,0,0,0
"808","WIDEKUM",3735.51837515414,0,0,0,0,0,0,0,0,0,0
"809","WOBE",2323.24899705748,0,0,0,0,0,0,0,0,0,0
"810","WOLOF",26528.3728895846,3812,5225,76292,5518,0,0,0,0,90847,0
"811","WUM",1052.40649011109,0,0,0,0,0,0,0,0,0,0
"812","WURKUM",2744.03712365986,0,0,0,0,0,0,0,0,0,0
"813","WUTE",14784.1566252801,0,0,0,282,0,0,0,0,282,0
"814","XAM",286506.67408427,0,0,0,0,0,0,0,0,0,0
"815","XOSA",14896.1921852428,0,631,0,0,0,0,0,0,631,0
"816","YAHI",7253.41895161203,0,0,0,0,0,0,0,0,0,0
"817","YAKA",55442.6958614481,0,0,0,3527,0,0,0,0,3527,0
"818","YAKO",2672.40241817649,0,0,0,126,0,0,0,0,126,0
"819","YAKOMA",7541.13260674219,0,0,1712,17,0,0,0,0,1729,0
"820","YALUNKA",7807.44772335369,0,0,0,114,0,0,0,0,114,0
"821","YANGERE",10559.1561153737,0,0,0,0,0,0,0,0,0,0
"822","YANZI",15001.6809674241,0,0,0,0,0,0,0,0,0,0
"823","YAO",99737.255290012,0,0,0,11378,40258,20129,43222,67603,11378,171212
"824","YEKE",11420.8942858668,0,0,0,0,0,0,0,0,0,0
"825","YERGUM",1860.13907936454,0,0,0,0,0,0,0,0,0,0
"826","YESKWA",2860.92708888373,0,0,0,90,0,0,0,0,90,0
"827","YOMBE",19348.2272311279,0,0,0,8531,0,0,0,0,8531,0
"828","YORUBA",47868.2922918185,1029,53224,413202,198511,0,0,0,0,665966,0
"829","YUNGUR",2233.74249009522,0,0,0,0,0,0,0,0,0,0
"830","ZAGHAWA",79522.4497683855,0,0,0,0,0,0,0,0,0,0
"831","ZARAMO",23849.3607008124,0,0,0,0,23688,11844,25432,39778,0,100742
"832","ZEKARA",3547.81329947806,0,0,0,0,0,0,0,0,0,0
"833","ZENEGA",219274.640257312,0,0,0,0,0,0,0,0,0,0
"834","ZERMA",44527.3276014747,0,0,0,0,0,0,0,0,0,0
"835","ZEZURU",57001.1390323156,0,0,0,0,0,0,0,0,0,0
"836","ZIBAN",12155.6655340846,0,0,0,0,0,0,0,0,0,0
"837","ZIGULA",9826.07474405922,0,0,0,0,1166,583,1252,1958,0,4959
"838","ZIMBA",18924.0701076887,0,0,0,0,0,0,0,0,0,0
"839","ZUANDE, BATU (E)",2692.85279436282,0,0,0,0,0,0,0,0,0,0
"840","ZULU",89597.6756361799,0,0,0,0,0,0,0,0,0,0
"841","ZUMPER",2443.1945440507,0,0,0,126,0,0,0,0,126,0
