TRIBE,TRIBE_CODE,LAT,LON,COUNTRY,ISO3,TOTAL_ATLANTIC,TOTAL_INDIAN
BIRA,"106","0.93354306286","28.93220000000",Democratic Republic of the Congo,COD,"0","0"
BIRIFON,"107","10.21610000000","-2.81615000000",Ghana,GHA,"0","0"
BIRKED,"108","12.91100000000","25.70110000000",Sudan,SDN,"0","0"
BIROM,"109","9.67518361011","9.03797521073",Nigeria,NGA,"36","0"
BISA,"110","-12.23510000000","31.38920000000",Zambia,ZMB,"563","12180"
BISHARIN,"111","20.14150000000","34.88770000000",Hala'ib triangle,,"0","0"
BOBO,"112","12.43690000000","-3.69546000000",Mali,MLI,"6023","0"
BOFI,"113","3.99516201087","17.56040000000",Central African Republic,CAF,"0","0"
BOGO,"114","15.75130000000","38.45710000000",Eritrea,ERI,"0","0"
BOKI,"115","6.22571641651","9.08688584788",Nigeria,NGA,"36","0"
BOLEWA,"116","11.08180000000","11.29040000000",Nigeria,NGA,"90","0"
BOMITABA,"117","1.91492161187","17.51870000000",Congo,COG,"0","0"
BONDEI,"118","-5.15857000000","38.75840000000",United Republic of Tanzania,TZA,"0","4176"
BONDJO,"119","2.51635712148","18.01520000000",Democratic Republic of the Congo,COD,"0","0"
BONGO,"120","6.83904543961","28.69000000000",South Sudan,SSD,"0","0"
BONI,"121","-1.30593000000","41.01730000000",Somalia,SOM,"0","0"
BORAN,"122","3.28650431723","38.52710000000",Kenya,KEN,"0","52"
BORROM,"123","9.67305494460","10.15120000000",Nigeria,NGA,"0","0"
BOSAKA,"124","-0.69210500000","21.98660000000",Democratic Republic of the Congo,COD,"0","0"
BOZO,"125","14.36740000000","-4.77327000000",Mali,MLI,"0","0"
BRONG,"126","7.95114159119","-2.17049000000",Ghana,GHA,"0","0"
BUA,"127","10.06110000000","18.18390000000",Chad,TCD,"0","0"
BUBI,"128","3.48536177542","8.69629211916",Equatorial Guinea,GNQ,"0","0"
BUDJA,"129","2.59068572473","22.79890000000",Democratic Republic of the Congo,COD,"0","0"
BUDU,"130","2.11638600396","28.12080000000",Democratic Republic of the Congo,COD,"0","0"
BUDUMA,"131","13.52730000000","14.42370000000",Nigeria,NGA,"13","0"
BUEM,"132","7.46989018092","0.63685802326",Togo,TGO,"0","0"
BUILSA,"133","10.47450000000","-1.20059000000",Ghana,GHA,"0","0"
BULGEDA,"134","17.11670000000","17.97300000000",Chad,TCD,"0","0"
BULOM,"135","8.84007727012","-13.03670000000",Sierra Leone,SLE,"2148","0"
BUNDA,"136","-5.07835000000","19.61570000000",Democratic Republic of the Congo,COD,"0","0"
BUNU,"137","8.16312287194","6.06827387822",Nigeria,NGA,"2164","0"
BURA,"138","10.88200000000","12.56850000000",Nigeria,NGA,"0","0"
BURUNGI,"139","-5.10301000000","36.23210000000",United Republic of Tanzania,TZA,"0","0"
BUSA,"140","10.51500000000","4.20238395897",Nigeria,NGA,"18","0"
BUSANSI,"141","11.49970000000","-0.34856300000",Togo,TGO,"0","0"
BUTAWA,"142","11.12740000000","9.11486569868",Nigeria,NGA,"0","0"
BUYE,"143","-5.86110000000","28.14050000000",Democratic Republic of the Congo,COD,"0","6438"
BWAKA,"144","3.54277510206","19.29150000000",Democratic Republic of the Congo,COD,"0","0"
CAPE HOTTENTOT,"145","-33.08870000000","21.89820000000",South Africa,ZAF,"0","0"
CHAAMBA,"146","31.13830000000","5.70154934992",Tunisia,TUN,"0","0"
CHAGA,"147","-3.21442000000","37.45420000000",United Republic of Tanzania,TZA,"0","174"
CHAKOSSI,"148","10.26040000000","0.48552385099",Togo,TGO,"0","0"
CHAMBA,"149","8.38942490971","11.86060000000",Nigeria,NGA,"11718","0"
CHEWA,"150","-14.21120000000","33.35110000000",Zambia,ZMB,"8955","174"
CHIGA,"151","-1.11146000000","29.96430000000",Rwanda,RWA,"0","0"
CHOKWE,"152","-9.65783000000","20.31890000000",Democratic Republic of the Congo,COD,"590","0"
CHOPI,"153","-24.40100000000","34.64450000000",Mozambique,MOZ,"16358","0"
CHUABO,"154","-17.67840000000","36.20910000000",Mozambique,MOZ,"779","0"
COMORIANS,"155","-12.06890000000","43.95970000000",Comoros,COM,"0","0"
CYRENAICANS,"156","32.43280000000","21.62920000000",Libya,LBY,"0","0"
DAFI,"157","12.59600000000","-3.13995000000",Mali,MLI,"235","0"
DAGARI,"158","10.77170000000","-2.56012000000",Ghana,GHA,"2324","0"
DAGOMBA,"159","9.46330804576","-0.16376400000",Togo,TGO,"1459","0"
DAGU,"160","12.36930000000","24.93330000000",Sudan,SDN,"0","0"
DAKA,"161","8.33905642087","11.15120000000",Nigeria,NGA,"0","0"
DAKHLA,"162","25.65300000000","28.97280000000",Egypt,EGY,"0","0"
DAMA,"163","8.82147090801","14.28670000000",Cameroon,CMR,"0","0"
DAN,"164","7.61112437310","-7.67537000000",Guinea,GIN,"313","0"
DARASA,"165","6.59996973351","38.65760000000",Ethiopia,ETH,"0","0"
DARI,"166","8.96962510475","15.02500000000",Chad,TCD,"0","0"
DAZA,"167","15.54760000000","13.26010000000",Niger,NER,"0","0"
DEFORO,"168","14.28090000000","-1.06280000000",Burkina Faso,BFA,"0","0"
DEKAKIRI,"169","11.17750000000","17.26450000000",Chad,TCD,"0","0"
DELIM,"170","21.51580000000","-15.11200000000",Western Sahara,WSA,"0","0"
DENDI,"171","11.98340000000","3.21831324645",Nigeria,NGA,"0","0"
DERA,"172","9.99478048835","12.25070000000",Nigeria,NGA,"0","0"
DIALONKE,"173","11.99950000000","-10.31750000000",Senegal,SEN,"0","0"
DIAN,"174","11.02880000000","-3.43986000000",Burkina Faso,BFA,"157","0"
DIDA,"175","5.58733579577","-5.64321000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
DIDINGA,"176","4.37477194532","33.70350000000",Uganda,UGA,"0","0"
DIGO,"177","-4.39497000000","38.95790000000",United Republic of Tanzania,TZA,"0","8700"
DILLING,"178","12.33570000000","30.52200000000",Sudan,SDN,"0","0"
DINKA,"179","8.40800475260","29.40440000000",Abyei,,"0","0"
DIOLA,"180","12.83930000000","-16.40900000000",Senegal,SEN,"473","0"
DIULA,"181","8.97151637163","-4.15205000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
DOGON,"182","14.43980000000","-3.21671000000",Mali,MLI,"0","0"
DOROBO,"183","-0.03620040000","35.84100000000",Kenya,KEN,"0","0"
DOROSIE,"184","10.41740000000","-3.82634000000",Burkina Faso,BFA,"0","0"
DRAWA,"185","30.66080000000","-6.36560000000",Morocco,MAR,"0","0"
DUAISH,"186","17.35230000000","-12.14790000000",Mauritania,MRT,"6","0"
DUALA,"187","3.73289804414","9.95348930890",Cameroon,CMR,"5417","0"
DUI-MENIA,"188","30.68200000000","-2.40157000000",Morocco,MAR,"0","0"
DUMA,"189","-1.87220000000","13.16220000000",Gabon,GAB,"1112","0"
DURU,"190","8.09835808415","14.13180000000",Cameroon,CMR,"0","0"
DURUMA,"191","-3.83717000000","39.21160000000",Kenya,KEN,"0","1132"
DZEM,"192","2.67501131474","14.16860000000",Gabon,GAB,"0","0"
DZING,"193","-4.27197000000","19.43050000000",Democratic Republic of the Congo,COD,"0","0"
EBRIE,"194","5.47096818068","-3.91844000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"36","0"
EDO,"195","6.32127189196","5.80369158061",Nigeria,NGA,"12697","0"
EGBA,"196","7.88788726794","2.62273041050",Togo,TGO,"47","0"
EGEDE,"197","6.55676218501","8.83088128434",Nigeria,NGA,"0","0"
EGYPTIANS,"198","28.01530000000","31.17380000000",Egypt,EGY,"0","0"
EKITI,"199","7.19092301451","5.36274574367",Nigeria,NGA,"0","0"
EKOI,"200","5.61523368606","8.80537274396",Nigeria,NGA,"1492","0"
EKONDA,"201","-2.00106000000","18.72590000000",Democratic Republic of the Congo,COD,"118","0"
ESA,"202","10.36270000000","42.76430000000",Somalia,SOM,"0","0"
EWE,"203","6.61175048012","0.85387536195",Togo,TGO,"601082","0"
FAJULU,"204","4.65689499744","31.02890000000",Uganda,UGA,"0","0"
FALI,"205","9.79576360931","13.66570000000",Cameroon,CMR,"0","0"
FANG,"206","1.73031965118","11.74810000000",Gabon,GAB,"1860","0"
FANTI,"207","5.44120813799","-0.94084000000",Ghana,GHA,"21485","0"
FANYAN,"208","10.74800000000","18.95970000000",Chad,TCD,"0","0"
FERTIT,"209","9.60453094502","25.93140000000",South Sudan,SSD,"0","0"
FEZARA,"210","14.11560000000","30.08470000000",Sudan,SDN,"0","0"
FEZZAN,"211","26.20780000000","15.13470000000",Libya,LBY,"0","0"
FIA,"212","4.81683165152","11.32830000000",Cameroon,CMR,"188","0"
FIGIG,"213","32.13200000000","-0.86036600000",Morocco,MAR,"0","0"
FILALA,"214","31.44600000000","-4.42323000000",Morocco,MAR,"0","0"
FIPA,"215","-7.72591000000","31.24100000000",United Republic of Tanzania,TZA,"0","2262"
FON,"216","7.20906545173","2.10309690410",Togo,TGO,"854958","0"
FOUTADJALON,"217","11.49760000000","-12.44000000000",Senegal,SEN,"28136","0"
FOUTATORO,"218","15.30080000000","-14.61550000000",Senegal,SEN,"28745","0"
FUNGON,"219","6.76714496244","10.26520000000",Nigeria,NGA,"0","0"
FUR,"220","12.84530000000","23.73170000000",Chad,TCD,"0","0"
FUT,"221","6.07779340568","10.19260000000",Cameroon,CMR,"94","0"
GA,"222","5.70048550335","-0.19341400000",Ghana,GHA,"0","0"
GAALIIN,"223","17.25470000000","33.14690000000",Sudan,SDN,"0","0"
GABERI,"224","9.36655894148","16.40570000000",Chad,TCD,"0","0"
GADAMES,"225","30.36620000000","9.49852656054",Tunisia,TUN,"0","0"
GAFSA,"226","34.43840000000","8.86014255245",Tunisia,TUN,"0","0"
GAGU,"227","6.40954701515","-5.66026000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
GALIM,"228","7.48468594161","12.63960000000",Cameroon,CMR,"0","0"
GAN,"229","7.73358380519","-4.15143000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
GANDA,"230","0.41789597415","31.97050000000",United Republic of Tanzania,TZA,"877","3479"
GBANDE,"231","7.77450181504","-9.90888000000",Liberia,LBR,"57","0"
GBARI,"232","9.72076714940","7.07134888062",Nigeria,NGA,"1395","0"
GERAWA,"233","10.62370000000","9.92368023010",Nigeria,NGA,"0","0"
GERI,"234","9.13625814462","42.97820000000",Somalia,SOM,"0","0"
GIBE,"235","7.98232541712","36.73350000000",Ethiopia,ETH,"0","0"
GIL,"236","32.88220000000","-2.24095000000",Morocco,MAR,"0","0"
GILI,"237","8.49619464722","8.85608220298",Nigeria,NGA,"0","0"
GIMIRA,"238","6.96297467812","35.45730000000",Ethiopia,ETH,"0","0"
GIMMA,"239","12.96690000000","32.46530000000",South Sudan,SSD,"0","0"
GISIGA,"240","10.68620000000","14.49860000000",Cameroon,CMR,"0","0"
GISU,"241","1.29789780877","34.26150000000",Uganda,UGA,"0","0"
GOBU,"242","4.65279186493","19.83350000000",Democratic Republic of the Congo,COD,"0","0"
GOGO,"243","-6.19906000000","35.65110000000",United Republic of Tanzania,TZA,"0","2262"
GOLA,"244","7.14113737566","-10.53860000000",Sierra Leone,SLE,"1915","0"
GOMANI,"245","-14.21280000000","34.39550000000",Mozambique,MOZ,"0","0"
GOROA,"246","-4.23388000000","35.90710000000",United Republic of Tanzania,TZA,"0","0"
GOSHA,"247","0.81054472516","42.81910000000",Somalia,SOM,"0","0"
GREBO,"248","4.92475958399","-7.65541000000",Liberia,LBR,"0","0"
GRUNSHI,"249","10.79360000000","-1.54884000000",Ghana,GHA,"1191","0"
GUANCHE,"250","28.33540000000","-15.67350000000",,,"0","0"
GUANG,"251","9.07925336176","-1.31821000000",Ghana,GHA,"106516","0"
GUDE,"252","10.20390000000","13.78170000000",Nigeria,NGA,"12613","0"
GUIN,"253","10.19410000000","-4.70708000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
GULA,"254","9.49207568375","20.32220000000",Chad,TCD,"34","0"
GULE,"255","11.82610000000","34.33970000000",Ethiopia,ETH,"0","0"
GUMUZ,"256","11.38900000000","35.64580000000",Ethiopia,ETH,"0","0"
GUN,"257","6.61131893185","2.76047831654",Nigeria,NGA,"69734","0"
GURAGE,"258","7.88563713495","38.61010000000",Ethiopia,ETH,"0","0"
GURENSI,"259","10.82250000000","-0.43913200000",Togo,TGO,"0","0"
GURMA,"260","12.08930000000","1.23224330458",Togo,TGO,"157650","0"
GURO,"261","7.36257295707","-6.01669000000",CÃ¯Â¿Â½te d'Ivoire,CIV,"0","0"
GUSII,"262","-1.16014000000","34.47870000000",United Republic of Tanzania,TZA,"0","0"
GWANDARA,"263","8.74125903660","7.89049427992",Nigeria,NGA,"0","0"
GYRIAMA,"264","-3.24841000000","39.53990000000",Kenya,KEN,"0","0"
HA,"265","-4.45409000000","30.62850000000",United Republic of Tanzania,TZA,"0","783"
HABBANIA,"266","11.02740000000","25.23440000000",South Sudan,SSD,"0","0"
HADENDOWA,"267","17.39620000000","36.22430000000",Eritrea,ERI,"0","0"
HADIMU,"268","-6.13522000000","39.35420000000",United Republic of Tanzania,TZA,"0","42889"
HAMAMA,"269","35.05170000000","9.10896733942",Tunisia,TUN,"0","0"
HAMAR,"270","12.75020000000","27.84430000000",Sudan,SDN,"0","0"
HAMYAN,"271","34.48240000000","1.41010833389",Morocco,MAR,"0","0"
HARARI,"272","9.22359548378","42.25000000000",Ethiopia,ETH,"0","0"
HASANIA,"273","14.59690000000","32.32670000000",Sudan,SDN,"0","0"
HAUSA,"274","12.37220000000","7.14883056262",Nigeria,NGA,"130548","0"
HAWIYA,"275","4.65335305401","46.74320000000",Somalia,SOM,"0","0"
HAYA,"276","-1.61574000000","31.29630000000",Rwanda,RWA,"0","0"
HEHE,"277","-7.69466000000","35.40180000000",United Republic of Tanzania,TZA,"0","4001"
HEIKUM,"278","-19.64850000000","18.42210000000",Namibia,NAM,"0","0"
HEMAT,"279","11.85810000000","20.17800000000",Chad,TCD,"0","0"
HERERO,"280","-19.94930000000","15.22230000000",Namibia,NAM,"0","0"
HIECHWARE,"281","-19.75820000000","25.81840000000",Zimbabwe,ZWE,"0","0"
HLENGWE,"282","-22.49090000000","33.29650000000",Zimbabwe,ZWE,"0","0"
HOLO,"283","-8.26189000000","17.41150000000",Democratic Republic of the Congo,COD,"197","0"
HOLOHOLO,"284","-6.43508000000","29.22460000000",Democratic Republic of the Congo,COD,"0","261"
HUNDE,"285","-1.02756000000","28.62050000000",Democratic Republic of the Congo,COD,"0","0"
HURUTSHE,"286","-26.06100000000","27.00600000000",South Africa,ZAF,"0","0"
IBIBIO,"287","4.83575515252","8.06200384189",Nigeria,NGA,"48808","0"
IBO,"288","5.86896485197","7.32060279209",Nigeria,NGA,"401162","0"
IDIO,"289","4.54430665771","30.52750000000",South Sudan,SSD,"0","0"
IDOMA,"290","7.44629372247","7.99385609791",Nigeria,NGA,"0","0"
IFE,"291","7.45850243480","4.79003521166",Nigeria,NGA,"36","0"
IFORA,"292","20.51260000000","2.52264525823",Algeria,DZA,"0","0"
IGALA,"293","7.20654727751","7.30398184215",Nigeria,NGA,"0","0"
IGBIRA,"294","7.91919697652","6.72647894419",Nigeria,NGA,"631","0"
IJAW,"295","4.80695529987","6.27883714800",Nigeria,NGA,"27438","0"
IJEBU,"296","6.67281219028","4.08672205910",Nigeria,NGA,"0","0"
IKASA,"297","1.46911196343","17.27010000000",Congo,COG,"0","0"
ILA,"298","-15.69270000000","26.80130000000",Zambia,ZMB,"0","0"
IMRAGEN,"299","24.27600000000","-14.89750000000",Western Sahara,WSA,"0","0"
INGASSANA,"300","11.35330000000","33.88220000000",Sudan,SDN,"0","0"
IRAMBA,"301","-4.34547000000","34.42670000000",United Republic of Tanzania,TZA,"0","0"
IRAQW,"302","-3.81329000000","35.40810000000",United Republic of Tanzania,TZA,"0","0"
ISHAAK,"303","9.43922232684","45.67320000000",Somalia,SOM,"0","0"
ISOKO,"304","5.60446245971","6.13042327343",Nigeria,NGA,"345","0"
ITSEKIRI,"305","5.59102372275","5.49161461865",Nigeria,NGA,"0","0"
ITTU,"306","8.94497559240","41.43220000000",Ethiopia,ETH,"0","13"
